,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
5239,5239,5239,oat milk low fat roasted,46.9,2.479,1.701,0.711,0.077,1.883,1.634,4.275,0.0,8.735,0.096,67.612,0.052,0.044,0.013,0.249,0.219,0.062,0.46,0.066,0.523,0.058,0.019,0.0,187.204,0.025,0.045,7.027,0.002,101.654,212.748,0.001,0.412,1320.049
5240,5240,5240,sour cream light original,69.7,3.441,1.837,1.129,0.268,5.19,3.623,4.497,0.0,21.109,0.193,90.606,0.031,0.008,0.007,0.416,0.138,0.11,0.354,0.024,1.44,0.083,0.035,0.0,89.614,0.008,0.0,12.055,0.006,52.521,78.194,0.006,0.499,653.761
5241,5241,5241,almond milk vanilla unsalted,45.8,1.76,0.806,0.678,0.125,3.636,2.698,3.865,0.0,21.073,0.027,77.432,0.088,0.028,0.007,0.515,0.692,0.083,0.53,0.048,1.175,0.07,0.073,0.002,215.569,0.01,0.061,26.694,0.002,108.847,258.807,0.005,0.476,1310.47
5242,5242,5242,quark low fat prepared,69.0,2.483,1.559,0.71,0.204,5.523,4.766,6.145,0.0,23.945,0.085,81.415,0.016,0.015,0.003,2.161,0.093,0.135,0.367,0.067,1.704,0.192,0.077,0.0,239.809,0.008,0.107,15.918,0.0,74.538,78.547,0.001,0.51,1188.184
5243,5243,5243,cultured buttermilk variety 3,203.1,10.209,6.769,2.226,0.878,19.335,16.183,8.467,0.0,6.716,0.076,79.661,0.396,0.041,0.002,0.641,0.088,0.112,0.297,0.047,0.0,0.141,0.08,0.001,99.186,0.007,0.033,14.325,0.006,89.882,264.461,0.002,0.73,0.0
5244,5244,5244,nacho cheese sauce serving size small,125.7,6.371,3.249,2.02,0.37,7.681,6.091,9.413,0.0,10.054,0.054,81.972,0.064,0.05,0.004,0.194,0.21,0.114,0.363,0.0,0.805,0.028,0.072,0.0,135.523,0.011,0.08,10.736,0.004,102.524,155.294,0.007,0.703,812.425
5245,5245,5245,yogurt blended strawberry low sodium,48.9,2.44,1.327,0.761,0.149,2.1,1.913,4.632,0.0,5.624,0.051,72.813,0.014,0.091,0.003,0.444,0.395,0.106,0.335,0.035,0.809,0.269,0.084,0.0,89.268,0.028,0.039,23.812,0.0,161.43,164.972,0.003,0.587,1258.843
5246,5246,5246,evaporated milk whole raw,70.1,2.408,1.601,0.828,0.101,5.62,3.878,6.494,0.0,9.65,0.056,78.855,0.019,0.055,0.024,0.689,0.233,0.167,0.369,0.04,2.924,0.287,0.076,0.001,178.075,0.004,0.046,9.693,0.003,132.422,88.269,0.008,0.318,1267.361
5247,5247,5247,clotted cream plain,96.9,3.831,2.41,1.023,0.203,11.642,9.267,3.974,0.0,19.666,0.05,80.436,0.019,0.022,0.003,0.838,0.118,0.051,0.482,0.013,0.0,0.04,0.037,0.0,180.578,0.012,0.047,12.797,0.004,113.854,238.145,0.008,0.426,42.19
5248,5248,5248,cottage cheese 4 percent standard,88.4,6.11,2.682,1.919,0.568,4.488,3.272,3.858,0.0,13.884,0.012,81.828,0.035,0.076,0.002,0.931,0.216,0.051,0.301,0.066,0.0,0.091,0.073,0.001,177.534,0.007,0.053,6.934,0.002,120.274,231.777,0.001,0.435,406.139
5249,5249,5249,pea protein milk baked,116.2,7.672,3.951,2.325,0.384,7.433,5.203,4.365,0.0,7.639,0.063,95.0,0.028,0.07,0.009,1.875,0.116,0.163,0.294,0.054,1.581,1.864,0.074,0.001,81.2,0.005,0.035,9.574,0.003,103.499,191.794,0.002,0.48,149.501
5250,5250,5250,pot cheese with olive oil,113.1,7.774,5.03,2.278,0.373,7.719,6.183,3.075,0.0,5.807,0.026,87.743,0.089,0.051,0.003,0.653,0.126,0.104,0.543,0.0,0.442,0.04,0.13,0.002,70.217,0.01,0.041,7.301,0.001,39.585,106.4,0.001,0.935,0.0
5251,5251,5251,cultured buttermilk processed,39.8,2.201,1.18,0.682,0.114,3.291,2.557,1.699,0.0,36.143,0.072,82.504,0.016,0.046,0.003,0.467,0.097,0.109,0.409,0.011,0.37,0.047,0.085,0.002,49.612,0.009,0.038,8.351,0.004,136.438,208.567,0.006,0.736,197.763
5252,5252,5252,organic whole milk spiced,61.0,3.233,2.176,1.044,0.239,5.527,4.433,2.445,0.0,29.002,0.054,74.766,0.05,0.035,0.012,0.282,0.279,0.04,0.409,0.041,1.601,0.062,0.059,0.001,207.798,0.025,0.031,5.448,0.002,68.865,85.976,0.002,0.333,255.079
5253,5253,5253,nacho cheese sauce fresh,86.7,4.546,3.637,1.177,0.423,8.976,7.612,2.466,0.0,9.856,0.06,83.412,0.029,0.031,0.004,0.52,0.116,0.082,0.36,0.042,1.342,0.107,0.034,0.0,179.716,0.011,0.063,12.987,0.003,117.261,113.594,0.002,0.372,0.0
5254,5254,5254,sherbet raspberry whole,93.3,5.482,3.267,1.272,0.192,5.868,4.219,5.12,0.0,21.242,0.179,82.089,0.047,0.032,0.035,0.35,0.154,0.105,0.26,0.039,1.817,0.167,0.023,0.001,86.818,0.033,0.067,6.189,0.005,126.08,82.345,0.003,0.43,454.335
5255,5255,5255,almond milk unsweetened high protein,115.9,6.195,3.55,1.202,0.266,5.49,4.249,9.558,0.0,7.368,0.034,66.599,0.03,0.056,0.001,0.301,0.085,0.06,0.454,0.062,1.69,0.096,0.041,0.002,86.597,0.005,0.092,6.764,0.005,67.297,174.328,0.002,0.347,959.29
5256,5256,5256,chocolate milk whole diced,69.4,1.924,1.256,0.645,0.162,10.02,8.858,3.0,0.0,3.596,0.067,89.554,0.049,0.027,0.001,0.225,0.214,0.036,0.287,0.046,0.47,0.043,0.028,0.002,100.859,0.006,0.0,23.686,0.002,115.672,232.658,0.002,0.246,0.0
5257,5257,5257,organic whole milk select,47.1,1.2,0.757,0.407,0.065,3.941,2.968,5.129,0.0,39.115,0.073,75.931,0.031,0.03,0.002,0.485,0.077,0.041,0.263,0.046,0.283,0.303,0.041,0.001,177.233,0.006,0.089,10.207,0.004,86.493,154.907,0.002,0.319,1586.51
5258,5258,5258,almond milk unsweetened processed,93.0,2.627,1.613,0.539,0.179,9.944,7.746,7.404,0.0,16.709,0.041,94.549,0.024,0.042,0.031,0.775,0.071,0.084,0.377,0.018,2.782,0.023,0.088,0.001,83.213,0.017,0.037,34.265,0.004,116.458,154.428,0.001,0.142,774.678
5259,5259,5259,eggnog soy multigrain,84.3,5.343,3.601,1.17,0.289,2.264,2.063,6.789,0.0,20.805,0.06,95.0,0.055,0.049,0.003,0.347,0.123,0.055,0.474,0.02,1.235,0.05,0.065,0.001,81.123,0.015,0.023,11.302,0.0,124.732,201.503,0.011,0.556,911.718
5260,5260,5260,goat milk low fat spiced,33.5,1.141,0.551,0.387,0.105,4.263,3.423,1.555,0.0,10.949,0.064,86.922,0.184,0.051,0.004,0.542,0.097,0.088,0.382,0.035,0.135,0.073,0.048,0.0,65.349,0.004,0.069,7.481,0.001,180.561,114.847,0.009,0.803,203.341
5261,5261,5261,buffalo milk natural,104.0,2.829,1.796,0.591,0.108,11.899,10.209,7.737,0.0,11.469,0.047,79.819,0.089,0.029,0.004,0.694,0.289,0.081,0.295,0.03,1.669,0.119,0.038,0.003,168.162,0.012,0.05,8.473,0.0,137.914,124.195,0.002,0.366,634.24
5262,5262,5262,greek yogurt 2 percent variety 2,42.1,2.349,1.635,0.493,0.122,3.092,2.338,2.149,0.0,33.838,0.05,83.051,0.018,0.037,0.004,0.092,0.135,0.144,0.277,0.065,1.889,0.034,0.045,0.0,121.919,0.047,0.093,11.079,0.003,216.493,105.85,0.005,0.174,538.421
5263,5263,5263,milk powder skim with spices,48.5,0.945,0.492,0.234,0.059,2.798,2.389,7.192,0.0,76.384,0.041,80.903,0.065,0.065,0.001,0.431,0.487,0.0,0.31,0.055,0.477,0.301,0.044,0.002,196.92,0.008,0.073,7.581,0.006,163.483,363.844,0.012,0.608,2370.507
5264,5264,5264,quark low fat frozen,56.1,2.028,1.466,0.679,0.093,4.961,3.393,4.511,0.0,9.221,0.116,86.396,0.283,0.021,0.005,0.385,0.234,0.08,0.218,0.028,2.028,0.064,0.068,0.001,88.116,0.015,0.078,17.482,0.003,142.227,93.456,0.002,0.368,940.379
5265,5265,5265,quark low fat regular,82.1,3.608,2.674,0.826,0.173,8.61,7.232,3.789,0.0,53.604,0.054,84.919,0.069,0.018,0.005,0.383,0.238,0.176,0.28,0.051,0.797,0.05,0.046,0.001,163.288,0.017,0.046,7.021,0.001,70.854,75.177,0.002,0.37,139.063
5266,5266,5266,eggnog soy marinated,92.4,0.775,0.422,0.21,0.064,16.659,15.226,4.705,0.0,12.803,0.03,67.01,0.031,0.024,0.011,1.235,0.073,0.152,0.681,0.045,0.284,0.128,0.063,0.002,105.451,0.015,0.049,5.836,0.003,81.994,135.321,0.001,0.969,0.0
5267,5267,5267,sour cream full fat smoked,65.3,4.505,2.825,1.144,0.158,4.01,3.445,2.186,0.0,27.992,0.034,56.95,0.067,0.026,0.008,0.675,0.217,0.084,0.616,0.009,0.0,0.019,0.051,0.001,54.815,0.021,0.096,14.002,0.004,28.145,138.06,0.003,0.705,0.0
5268,5268,5268,buttermilk whole light,45.7,1.998,1.375,0.665,0.15,1.194,0.993,5.732,0.0,45.925,0.097,91.879,0.014,0.021,0.003,0.907,0.21,0.119,0.361,0.042,0.0,0.037,0.075,0.0,118.69,0.008,0.092,13.699,0.005,107.754,236.18,0.005,0.247,1883.79
5269,5269,5269,buttermilk low fat unsalted,71.2,3.369,1.839,1.075,0.232,6.735,4.708,3.486,0.0,15.733,0.063,79.552,0.011,0.064,0.001,0.477,0.173,0.022,0.481,0.028,1.427,0.134,0.044,0.0,60.809,0.007,0.099,13.465,0.005,98.005,123.689,0.003,0.385,316.218
5270,5270,5270,yogurt vanilla low fat canned,54.0,0.848,0.527,0.182,0.029,6.419,5.154,5.165,0.0,15.783,0.062,76.548,0.03,0.043,0.009,0.361,0.067,0.092,0.322,0.041,0.751,0.064,0.1,0.0,325.475,0.005,0.04,15.475,0.006,130.048,279.967,0.005,0.292,1404.444
5271,5271,5271,buttermilk whole fresh,125.5,8.456,3.712,2.731,0.617,3.387,2.479,8.955,0.0,6.178,0.057,74.837,0.019,0.005,0.004,0.361,0.203,0.048,0.179,0.037,1.966,0.508,0.047,0.0,48.467,0.014,0.03,8.061,0.002,142.089,169.621,0.005,0.927,853.541
5272,5272,5272,reduced fat milk 2 percent ready to eat,80.3,1.939,1.276,0.496,0.076,10.424,9.027,5.291,0.0,8.392,0.031,81.926,0.036,0.015,0.011,0.29,0.131,0.138,0.356,0.059,1.306,0.302,0.013,0.002,192.274,0.01,0.045,11.0,0.0,180.151,140.738,0.004,0.869,487.919
5273,5273,5273,nacho cheese sauce with olive oil,46.0,2.413,1.428,0.707,0.188,1.762,1.151,4.304,0.0,13.801,0.026,60.798,0.063,0.059,0.005,0.629,0.133,0.118,0.183,0.071,0.389,0.055,0.027,0.0,81.114,0.004,0.043,9.504,0.002,125.663,258.017,0.002,0.755,1275.242
5274,5274,5274,goat milk whole smoked,47.1,0.857,0.52,0.276,0.056,3.747,3.215,6.089,0.0,21.999,0.046,87.255,0.079,0.02,0.006,0.436,0.172,0.105,0.366,0.031,0.261,0.045,0.126,0.002,169.303,0.006,0.055,21.294,0.004,64.059,124.814,0.002,0.289,1892.574
5275,5275,5275,half and half herbed,72.1,4.361,2.368,1.505,0.362,3.25,2.655,4.962,0.0,6.496,0.044,77.231,0.04,0.028,0.006,0.638,0.163,0.097,0.338,0.056,2.4,0.043,0.064,0.001,116.198,0.008,0.027,11.705,0.005,71.308,113.998,0.001,0.256,820.442
5276,5276,5276,cultured buttermilk canned,137.6,9.158,6.85,3.297,0.614,8.392,6.588,5.39,0.0,16.241,0.019,95.0,0.053,0.065,0.002,0.477,0.157,0.028,0.379,0.051,1.902,0.156,0.07,0.0,89.885,0.021,0.086,16.268,0.001,110.311,91.261,0.009,0.212,33.625
5277,5277,5277,coconut milk beverage classic,108.7,1.892,1.362,0.592,0.085,17.737,13.87,5.179,0.0,13.02,0.031,78.75,0.04,0.059,0.006,0.578,0.236,0.12,0.335,0.036,1.395,0.2,0.091,0.001,93.383,0.037,0.069,7.911,0.005,32.051,157.825,0.002,0.261,3.575
5278,5278,5278,lactose free whole milk frozen,122.1,9.233,5.909,2.262,0.997,5.817,4.188,3.927,0.0,98.889,0.04,70.601,0.041,0.076,0.001,0.229,0.237,0.035,0.509,0.037,1.009,0.059,0.043,0.0,185.324,0.025,0.096,11.594,0.002,75.73,83.45,0.001,0.372,75.315
5279,5279,5279,sheep milk whole low sodium,85.4,3.581,2.055,1.035,0.383,8.211,6.749,5.083,0.0,9.59,0.043,75.844,0.197,0.035,0.024,0.352,0.175,0.08,0.314,0.037,0.888,0.181,0.007,0.003,190.549,0.003,0.039,12.681,0.001,40.69,162.286,0.005,0.366,494.074
5280,5280,5280,greek yogurt fat free extra,155.6,10.509,6.694,2.112,0.326,11.816,8.661,3.446,0.0,2.984,0.044,81.04,0.046,0.104,0.004,0.294,0.119,0.152,0.346,0.041,0.0,0.085,0.048,0.001,38.489,0.015,0.094,8.792,0.001,141.546,88.223,0.007,0.845,0.0
5281,5281,5281,fromage blanc steamed,86.3,3.929,2.463,1.124,0.204,5.031,3.98,7.705,0.0,14.115,0.05,69.626,0.046,0.04,0.003,0.277,0.245,0.103,0.19,0.025,2.689,0.038,0.035,0.001,233.313,0.032,0.01,5.087,0.002,95.061,318.225,0.001,0.737,1204.392
5282,5282,5282,greek yogurt plain full fat variety 4,103.4,5.212,3.393,1.611,0.391,4.727,3.299,9.387,0.0,34.25,0.034,77.665,0.036,0.048,0.009,0.262,0.401,0.148,0.377,0.039,0.352,0.098,0.06,0.0,190.558,0.06,0.037,11.093,0.005,65.037,70.865,0.003,0.63,1159.987
5283,5283,5283,cultured buttermilk light,128.0,2.084,1.159,0.419,0.044,18.876,17.592,8.444,0.0,19.732,0.042,92.048,0.06,0.018,0.001,0.192,0.149,0.11,0.424,0.026,1.001,0.201,0.068,0.0,77.498,0.002,0.02,11.572,0.004,196.726,213.279,0.005,0.485,225.639
5284,5284,5284,greek yogurt fat free natural,68.5,1.073,0.487,0.397,0.044,2.786,2.552,11.935,0.0,19.891,0.148,60.122,0.085,0.003,0.007,0.349,0.281,0.081,0.259,0.039,0.464,0.08,0.047,0.0,193.653,0.007,0.058,16.2,0.002,122.911,138.487,0.002,0.567,2763.974
5285,5285,5285,ice cream strawberry seasoned,76.9,3.721,2.259,1.232,0.216,3.539,2.987,7.322,0.0,15.059,0.085,62.332,0.059,0.05,0.009,0.75,0.13,0.068,0.247,0.017,1.945,0.101,0.104,0.0,80.638,0.004,0.114,4.267,0.004,78.305,55.276,0.001,0.262,1219.493
5286,5286,5286,buttermilk whole low sodium,57.7,2.684,1.61,0.537,0.137,5.599,4.742,2.778,0.0,13.011,0.111,74.243,0.019,0.06,0.003,0.17,0.141,0.083,0.238,0.046,2.057,0.032,0.075,0.003,146.32,0.007,0.067,6.47,0.002,142.325,238.723,0.002,0.576,351.397
5287,5287,5287,sheep milk whole classic,160.8,14.434,9.281,2.454,0.794,2.312,1.85,5.411,0.0,14.931,0.062,74.516,0.016,0.042,0.002,0.838,0.272,0.097,0.465,0.058,1.742,0.123,0.025,0.002,180.602,0.006,0.048,31.007,0.005,137.78,180.779,0.001,0.509,125.125
5288,5288,5288,almond milk vanilla deluxe,56.5,1.501,0.875,0.501,0.14,9.572,6.547,1.168,0.0,3.931,0.031,84.659,0.037,0.034,0.007,0.229,0.182,0.089,0.498,0.056,0.711,0.174,0.089,0.001,294.269,0.04,0.032,10.357,0.005,122.967,209.281,0.005,0.551,0.0
5289,5289,5289,soy milk unsweetened variety 4,54.1,2.966,1.925,0.94,0.16,4.763,3.32,2.079,0.0,9.773,0.058,73.216,0.05,0.009,0.025,0.085,0.086,0.076,0.112,0.012,2.402,0.108,0.021,0.0,139.692,0.002,0.0,14.456,0.002,90.803,142.543,0.004,0.349,257.363
5290,5290,5290,evaporated milk fat free fortified,99.7,3.461,1.949,1.076,0.19,11.687,10.881,5.452,0.0,7.994,0.05,87.326,0.126,0.021,0.023,0.825,0.108,0.103,0.386,0.024,1.499,0.08,0.032,0.002,73.818,0.006,0.105,7.856,0.007,135.284,120.045,0.005,0.789,174.097
5291,5291,5291,yogurt blended strawberry instant,197.0,12.892,8.431,3.79,0.774,15.291,10.551,4.959,0.0,31.234,0.031,91.789,0.041,0.038,0.007,1.2,0.285,0.106,0.287,0.027,1.228,0.054,0.053,0.0,139.049,0.01,0.029,6.871,0.003,86.931,218.968,0.004,0.326,0.0
5292,5292,5292,yogurt vanilla low fat organic,131.0,6.532,3.259,1.855,0.398,8.667,6.968,9.379,0.0,14.373,0.077,72.953,0.02,0.044,0.026,0.419,0.243,0.083,0.24,0.048,0.525,0.05,0.071,0.001,238.222,0.02,0.067,16.632,0.0,82.682,170.81,0.007,0.192,791.082
5293,5293,5293,petit suisse premium,33.3,0.977,0.46,0.244,0.065,4.068,3.437,2.048,0.0,13.918,0.025,84.7,0.073,0.021,0.003,0.221,0.506,0.087,0.275,0.045,0.099,0.123,0.063,0.002,58.659,0.01,0.057,8.838,0.006,63.282,158.569,0.001,0.254,435.337
5294,5294,5294,yogurt plain whole milk roasted,174.7,14.26,8.057,4.264,0.528,7.271,5.053,4.33,0.0,11.65,0.083,95.0,0.021,0.051,0.009,0.645,0.134,0.055,0.5,0.013,0.422,0.247,0.026,0.001,272.832,0.007,0.028,5.431,0.002,119.106,125.448,0.003,0.307,0.0
5295,5295,5295,buttermilk low fat variety 3,108.3,7.134,4.837,1.905,0.642,5.527,3.51,5.495,0.0,12.432,0.059,83.181,0.023,0.023,0.02,0.753,0.383,0.052,0.404,0.038,0.195,0.08,0.019,0.0,169.118,0.026,0.029,22.673,0.0,110.963,137.221,0.002,0.149,393.938
5296,5296,5296,a2 whole milk ancient grain,62.0,2.207,1.218,0.439,0.119,5.47,4.026,5.057,0.0,14.439,0.1,90.146,0.076,0.056,0.006,1.071,0.206,0.081,0.155,0.013,0.0,0.157,0.034,0.0,102.775,0.005,0.052,4.952,0.004,115.334,142.765,0.002,0.455,907.645
5297,5297,5297,fromage blanc with spices,105.5,8.293,3.666,2.612,0.464,4.064,2.747,3.649,0.0,4.33,0.086,85.941,0.042,0.059,0.014,0.713,0.258,0.132,0.398,0.035,0.914,0.09,0.028,0.002,113.264,0.022,0.025,26.957,0.001,58.514,178.456,0.007,0.407,227.139
5298,5298,5298,fromage blanc canned,80.1,3.814,2.147,0.877,0.221,7.97,7.245,3.468,0.0,7.652,0.024,91.621,0.022,0.016,0.01,0.693,0.27,0.018,0.333,0.031,1.651,0.105,0.011,0.002,91.622,0.014,0.027,7.054,0.003,81.693,234.844,0.0,0.445,75.078
5299,5299,5299,whipped cream canned serving size small,78.8,3.892,2.608,1.343,0.183,4.781,3.28,6.151,0.0,8.734,0.068,86.331,0.021,0.017,0.007,0.272,0.1,0.062,0.507,0.063,1.776,0.353,0.069,0.001,71.993,0.008,0.067,9.284,0.002,122.925,138.831,0.003,0.508,869.587
5300,5300,5300,petit suisse natural,32.8,0.667,0.436,0.149,0.043,2.608,2.201,4.101,0.0,6.174,0.077,80.389,0.008,0.043,0.008,0.218,0.104,0.09,0.541,0.014,2.315,0.075,0.086,0.001,124.099,0.004,0.092,4.727,0.001,110.4,342.118,0.003,0.728,1991.461
5301,5301,5301,clotted cream variety 1,69.4,4.157,2.457,1.505,0.179,6.359,5.914,1.647,0.0,21.983,0.058,68.983,0.056,0.046,0.026,0.478,0.045,0.056,0.643,0.027,0.488,0.024,0.061,0.001,96.609,0.008,0.062,10.601,0.0,99.267,141.48,0.004,0.74,0.0
5302,5302,5302,eggnog regular original,95.1,5.069,3.584,1.936,0.329,6.475,4.617,5.898,0.0,9.258,0.052,61.662,0.008,0.027,0.002,0.702,0.061,0.087,0.388,0.049,1.684,0.069,0.065,0.001,79.834,0.005,0.004,11.624,0.003,69.563,214.357,0.004,0.614,502.931
5303,5303,5303,cocoa milk mix dry regular,57.6,3.652,1.961,0.866,0.263,3.866,3.205,2.322,0.0,8.35,0.052,69.287,0.026,0.076,0.001,0.789,0.179,0.0,0.184,0.027,0.31,0.077,0.059,0.003,93.214,0.004,0.0,8.227,0.0,72.213,81.412,0.001,0.509,179.012
5304,5304,5304,greek yogurt 2 percent classic,71.8,3.7,2.087,1.062,0.181,3.306,2.906,6.325,0.0,14.998,0.098,70.966,0.015,0.017,0.006,0.356,0.169,0.154,0.065,0.06,0.955,0.216,0.007,0.0,156.552,0.006,0.062,19.0,0.005,45.526,100.83,0.001,0.513,1152.398
5305,5305,5305,yogurt plain low fat baked,136.2,9.153,4.732,2.188,0.778,5.303,5.303,8.159,0.0,16.667,0.047,61.395,0.003,0.071,0.001,0.345,0.103,0.0,0.477,0.042,0.092,0.066,0.037,0.0,239.373,0.007,0.002,10.781,0.004,62.478,233.514,0.006,0.288,589.162
5306,5306,5306,oat milk original pureed,49.3,0.948,0.628,0.331,0.039,6.572,6.04,3.615,0.0,49.432,0.035,86.609,0.055,0.055,0.001,0.55,0.065,0.139,0.377,0.04,0.769,0.319,0.021,0.001,255.033,0.008,0.112,24.065,0.005,97.311,320.304,0.013,0.249,826.707
5307,5307,5307,macadamia milk prepared,169.3,7.17,4.309,2.129,0.351,15.932,11.949,10.251,0.0,9.402,0.077,83.471,0.024,0.057,0.009,0.69,0.365,0.115,0.335,0.038,0.0,0.054,0.099,0.002,157.09,0.011,0.017,5.282,0.003,110.433,103.174,0.003,0.756,417.94
5308,5308,5308,soy milk original unsalted,116.5,4.768,2.899,1.125,0.462,5.053,3.214,13.35,0.0,29.162,0.099,70.381,0.009,0.029,0.003,0.865,0.231,0.134,0.326,0.041,0.904,0.154,0.059,0.002,233.194,0.005,0.066,10.546,0.001,67.656,132.317,0.008,0.356,1655.859
5309,5309,5309,almond milk original whole grain,200.8,16.43,11.008,4.929,0.871,10.534,8.132,2.704,0.0,7.934,0.036,78.268,0.024,0.018,0.002,0.456,0.093,0.076,0.246,0.037,0.836,0.051,0.084,0.0,122.85,0.028,0.079,3.17,0.001,84.935,172.335,0.001,1.095,0.0
5310,5310,5310,skim milk herbed,43.8,2.412,1.638,0.724,0.094,3.496,3.496,2.021,0.0,4.948,0.04,70.911,0.096,0.041,0.026,1.2,0.563,0.156,0.215,0.073,0.523,0.108,0.081,0.002,143.121,0.037,0.02,11.419,0.001,84.147,101.14,0.003,0.165,254.605
5311,5311,5311,clotted cream diced,109.2,6.776,4.316,1.68,0.4,5.362,3.791,6.698,0.0,14.774,0.062,79.875,0.017,0.049,0.003,0.444,0.076,0.109,0.265,0.052,2.168,0.166,0.002,0.001,156.921,0.003,0.072,8.665,0.002,59.695,164.444,0.004,0.364,624.759
5312,5312,5312,velveeta processed unsalted,127.1,11.476,6.45,4.281,0.998,2.789,2.736,3.157,0.0,13.947,0.091,75.54,0.04,0.047,0.008,0.499,0.334,0.141,0.357,0.038,2.708,0.089,0.066,0.002,169.401,0.007,0.042,12.422,0.005,83.181,166.011,0.003,0.446,18.128
5313,5313,5313,oat milk barista fresh,59.2,1.202,0.579,0.327,0.03,7.057,6.26,5.042,0.0,6.695,0.069,79.695,0.051,0.034,0.003,0.718,0.105,0.126,0.488,0.01,1.012,0.052,0.038,0.002,166.847,0.029,0.041,7.394,0.004,124.655,136.183,0.002,0.373,923.509
5314,5314,5314,pot cheese light,65.9,4.791,2.573,1.25,0.297,3.473,2.688,2.222,0.0,38.994,0.044,57.272,0.026,0.062,0.002,0.55,0.467,0.124,0.295,0.011,0.0,0.225,0.049,0.001,121.05,0.002,0.114,4.336,0.0,117.022,166.59,0.002,0.373,163.945
5315,5315,5315,whipped cream canned reduced fat,74.5,3.721,2.262,1.474,0.223,6.709,5.488,3.54,0.0,34.407,0.174,70.243,0.062,0.036,0.017,0.613,0.142,0.108,0.186,0.08,0.61,0.037,0.026,0.001,129.247,0.008,0.052,18.968,0.005,123.863,103.606,0.0,0.456,244.507
5316,5316,5316,heavy whipping cream whole,92.9,4.001,2.601,1.34,0.28,7.344,6.521,6.891,0.0,24.067,0.065,73.772,0.025,0.077,0.009,0.844,0.137,0.004,0.443,0.032,1.545,0.087,0.064,0.002,101.811,0.009,0.006,16.799,0.0,65.334,134.215,0.0,0.201,663.906
5317,5317,5317,chocolate milk whole ready to eat,147.6,9.208,5.506,2.274,0.267,10.081,7.077,6.106,0.0,5.982,0.016,93.012,0.074,0.082,0.008,0.371,0.191,0.107,0.221,0.019,0.211,0.101,0.024,0.002,267.467,0.005,0.053,17.802,0.004,98.484,201.936,0.006,0.515,230.795
5318,5318,5318,low fat milk 1 percent variety 3,53.6,2.39,1.58,0.741,0.151,5.904,4.558,2.112,0.0,11.905,0.023,81.6,0.038,0.038,0.002,0.694,0.118,0.093,0.294,0.049,1.328,0.256,0.068,0.001,224.592,0.004,0.056,21.497,0.006,90.575,207.397,0.001,0.67,290.063
5319,5319,5319,yogurt plain whole milk original,49.6,1.118,0.697,0.347,0.027,5.996,4.989,3.878,0.0,14.365,0.021,71.127,0.05,0.058,0.007,0.624,0.108,0.095,0.147,0.047,0.291,0.076,0.042,0.002,211.432,0.012,0.076,19.649,0.003,67.498,195.136,0.001,0.891,918.439
5320,5320,5320,gelato vanilla choice,106.7,7.796,3.672,2.3,0.468,2.168,1.843,6.977,0.0,10.151,0.021,75.279,0.116,0.049,0.006,0.229,0.105,0.14,0.171,0.041,0.194,0.134,0.016,0.001,158.006,0.015,0.043,12.112,0.004,114.207,238.181,0.002,0.517,797.437
5321,5321,5321,greek yogurt 2 percent variety 3,124.3,2.278,1.321,0.572,0.068,20.0,15.74,5.946,0.0,6.661,0.077,94.511,0.049,0.045,0.016,0.263,0.286,0.082,0.256,0.043,0.498,0.082,0.081,0.0,81.547,0.008,0.055,8.828,0.003,165.729,221.024,0.002,0.478,0.0
5322,5322,5322,coconut milk beverage sweetened,137.6,11.483,6.488,2.561,0.471,6.119,4.455,2.432,0.0,20.324,0.086,82.912,0.135,0.028,0.002,0.59,0.04,0.059,0.274,0.0,0.042,0.08,0.076,0.002,109.348,0.009,0.065,7.123,0.0,72.036,188.464,0.002,0.421,0.0
5323,5323,5323,quark low fat smoked,83.4,1.391,0.823,0.576,0.104,7.046,4.925,10.676,0.0,25.117,0.064,68.018,0.021,0.033,0.012,0.304,0.352,0.074,0.129,0.026,1.132,0.038,0.01,0.002,136.828,0.014,0.08,7.2,0.003,49.546,183.399,0.01,0.315,1792.473
5324,5324,5324,sheep milk whole variety 1,54.1,2.102,1.417,0.475,0.13,4.95,3.351,3.839,0.0,4.057,0.066,64.842,0.053,0.054,0.001,0.503,0.194,0.083,0.455,0.033,0.0,0.04,0.068,0.002,299.95,0.006,0.069,13.739,0.003,60.195,115.312,0.003,0.332,1023.253
5325,5325,5325,condensed milk sweetened salted,68.0,0.899,0.552,0.29,0.067,12.343,8.245,2.645,0.0,14.686,0.053,89.84,0.073,0.039,0.01,1.955,0.129,0.081,0.425,0.042,0.899,0.168,0.06,0.001,226.999,0.009,0.063,20.572,0.003,80.856,117.152,0.002,1.318,141.94
