,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
5827,5827,5827,milk powder whole variety 3,94.2,7.221,4.376,1.784,0.657,3.742,3.731,3.552,0.0,23.691,0.075,72.498,0.031,0.015,0.001,0.829,0.206,0.096,0.399,0.061,1.23,0.082,0.049,0.001,141.098,0.022,0.016,4.558,0.004,158.608,140.839,0.006,0.729,143.374
5828,5828,5828,almond milk vanilla quick cook,97.1,3.748,2.998,0.828,0.184,5.242,3.664,10.595,0.0,6.33,0.061,80.303,0.035,0.039,0.003,0.3,0.113,0.105,0.315,0.062,0.414,0.039,0.093,0.0,399.441,0.004,0.06,18.618,0.002,190.484,99.542,0.002,0.143,1622.402
5829,5829,5829,greek yogurt fat free with salt,143.2,11.687,6.475,3.565,0.76,6.926,4.717,2.575,0.0,36.226,0.086,82.519,0.052,0.044,0.01,0.083,0.121,0.0,0.392,0.057,2.443,0.042,0.072,0.002,288.347,0.01,0.005,22.485,0.008,84.324,237.215,0.002,0.481,0.0
5830,5830,5830,junket processed,35.7,0.657,0.383,0.219,0.047,1.596,1.393,5.845,0.0,62.87,0.041,95.0,0.038,0.052,0.005,0.215,0.136,0.11,0.412,0.022,1.066,0.051,0.052,0.001,232.27,0.027,0.066,9.558,0.001,98.083,354.881,0.011,0.469,2916.852
5831,5831,5831,sour cream fat free quick cook,134.2,6.132,3.023,1.784,0.294,11.173,9.676,8.576,0.0,13.51,0.087,79.16,0.067,0.037,0.007,0.225,0.263,0.134,0.252,0.037,1.593,0.102,0.06,0.0,71.646,0.003,0.042,9.005,0.0,201.613,60.13,0.002,0.845,482.367
5832,5832,5832,junket raw,99.2,6.385,4.489,1.488,0.498,5.462,4.288,4.964,0.0,18.852,0.036,66.485,0.135,0.016,0.026,0.458,0.07,0.034,0.486,0.051,1.397,0.098,0.084,0.0,130.364,0.014,0.083,7.348,0.002,90.978,155.498,0.005,0.293,329.306
5833,5833,5833,frozen custard regular,29.3,0.558,0.292,0.243,0.029,3.535,2.556,2.538,0.0,13.74,0.209,90.762,0.014,0.03,0.005,0.344,0.215,0.134,0.329,0.019,0.0,0.115,0.088,0.0,152.786,0.004,0.015,11.277,0.003,116.034,89.393,0.004,0.175,1210.201
5834,5834,5834,milk powder skim light,28.4,0.727,0.366,0.114,0.039,2.84,2.599,2.619,0.0,33.34,0.065,60.636,0.069,0.026,0.004,0.232,0.319,0.173,0.608,0.037,1.71,0.137,0.05,0.0,99.515,0.024,0.015,15.733,0.003,81.13,147.091,0.007,0.444,1234.62
5835,5835,5835,evaporated milk whole steamed,100.9,3.237,1.418,1.327,0.227,9.423,7.623,8.517,0.0,4.912,0.041,60.501,0.05,0.068,0.002,0.359,0.194,0.109,0.226,0.001,1.379,0.051,0.0,0.0,119.874,0.003,0.052,13.463,0.006,127.747,440.625,0.003,0.335,917.522
5836,5836,5836,cheese sauce canned multigrain,183.0,16.614,6.18,4.469,1.296,5.155,3.541,3.22,0.0,44.16,0.033,68.016,0.062,0.021,0.004,0.352,0.171,0.104,0.359,0.027,0.368,0.041,0.042,0.002,73.637,0.004,0.051,16.636,0.004,101.913,170.431,0.001,0.308,0.0
5837,5837,5837,ice cream vanilla light,142.7,12.469,4.489,3.441,0.798,5.699,5.084,1.922,0.0,13.706,0.085,74.711,0.018,0.062,0.003,0.563,0.403,0.106,0.652,0.041,1.98,0.026,0.062,0.001,252.948,0.008,0.064,3.544,0.002,72.842,107.307,0.003,0.4,0.0
5838,5838,5838,yogurt plain low fat with salt,41.7,1.85,0.986,0.627,0.105,1.206,0.98,5.062,0.0,14.128,0.046,86.093,0.086,0.082,0.001,0.385,0.081,0.053,0.439,0.056,0.51,0.029,0.054,0.002,118.843,0.011,0.061,7.557,0.007,93.381,236.771,0.006,0.236,1893.8
5839,5839,5839,light cream with olive oil,64.7,4.204,2.88,1.413,0.282,2.866,2.485,3.85,0.0,36.258,0.017,68.423,0.114,0.026,0.005,0.543,0.067,0.068,0.434,0.038,2.649,0.209,0.093,0.001,157.072,0.003,0.048,28.018,0.003,81.401,244.257,0.003,0.941,656.472
5840,5840,5840,chocolate milk 2 percent frozen,103.1,2.183,1.14,0.76,0.076,7.174,5.768,13.697,0.0,85.874,0.021,72.996,0.009,0.049,0.001,0.316,0.198,0.135,0.248,0.031,0.864,0.093,0.089,0.001,126.449,0.031,0.01,8.378,0.001,47.453,140.316,0.002,0.902,1818.312
5841,5841,5841,soy milk unsweetened with garlic,116.0,6.228,4.216,2.248,0.511,7.627,6.102,7.353,0.0,18.83,0.082,77.211,0.032,0.041,0.007,0.207,0.11,0.063,0.429,0.013,0.66,0.272,0.045,0.002,147.577,0.003,0.049,20.572,0.003,104.947,148.126,0.005,0.268,529.432
5842,5842,5842,cultured buttermilk homestyle,100.3,2.758,1.724,0.626,0.085,7.073,5.121,11.793,0.0,17.722,0.056,84.339,0.016,0.077,0.003,0.359,0.109,0.079,0.299,0.023,0.436,0.066,0.085,0.0,93.222,0.018,0.04,7.04,0.005,74.704,376.688,0.001,0.45,1528.412
5843,5843,5843,ice cream vanilla variety 3,88.5,4.064,2.735,1.341,0.154,3.841,3.553,9.15,0.0,26.88,0.02,95.0,0.075,0.039,0.009,0.47,0.307,0.068,0.21,0.024,0.77,0.183,0.049,0.0,200.4,0.005,0.062,7.996,0.003,95.121,83.508,0.002,0.754,1378.689
5844,5844,5844,buttermilk low fat deluxe,110.9,4.372,2.44,1.032,0.319,8.883,6.405,9.007,0.0,18.154,0.107,86.675,0.127,0.053,0.005,0.674,0.258,0.0,0.513,0.031,1.035,0.059,0.093,0.0,63.486,0.006,0.094,14.433,0.004,55.949,171.775,0.004,0.5,858.349
5845,5845,5845,cheese product fortified,54.7,2.819,1.858,1.043,0.209,4.672,3.149,2.663,0.0,10.977,0.075,65.177,0.066,0.081,0.002,0.154,0.103,0.089,0.203,0.034,2.586,0.138,0.0,0.0,110.367,0.003,0.04,3.533,0.006,166.026,175.97,0.002,0.188,432.383
5846,5846,5846,buttermilk whole multigrain,140.2,11.563,6.88,3.885,0.705,3.465,2.921,5.574,0.0,9.772,0.096,73.543,0.043,0.068,0.013,0.274,0.231,0.116,0.224,0.061,1.425,0.117,0.09,0.003,89.958,0.003,0.024,9.89,0.003,124.772,126.401,0.013,0.242,193.614
5847,5847,5847,half and half ancient grain,84.2,1.902,0.843,0.487,0.143,7.905,7.257,8.861,0.0,9.787,0.075,81.367,0.023,0.058,0.007,1.083,0.101,0.061,0.42,0.044,1.603,0.168,0.053,0.002,190.642,0.006,0.041,4.291,0.001,92.503,73.499,0.001,0.246,1315.527
5848,5848,5848,almond milk vanilla light,43.6,1.079,0.747,0.302,0.059,3.879,3.452,4.584,0.0,10.781,0.059,69.885,0.046,0.034,0.002,0.34,0.071,0.092,0.276,0.049,1.47,0.062,0.042,0.001,100.757,0.023,0.035,11.788,0.001,81.454,90.369,0.013,0.094,1338.453
5849,5849,5849,buttermilk whole reduced fat,77.1,4.219,2.493,0.84,0.35,7.115,4.525,2.675,0.0,11.96,0.05,84.698,0.117,0.057,0.003,1.082,0.28,0.04,0.457,0.016,1.171,0.16,0.052,0.001,125.29,0.011,0.068,12.704,0.0,172.925,117.009,0.004,0.063,122.324
5850,5850,5850,macadamia milk premium,39.3,1.038,0.713,0.348,0.078,5.425,4.665,2.072,0.0,21.633,0.087,86.7,0.059,0.074,0.009,3.645,0.319,0.134,0.519,0.02,1.659,0.292,0.0,0.001,118.07,0.011,0.044,8.539,0.007,76.916,127.445,0.005,0.658,333.374
5851,5851,5851,soy milk original multigrain,57.5,1.628,0.884,0.539,0.114,6.051,4.562,4.658,0.0,8.835,0.023,86.711,0.052,0.0,0.009,0.303,0.091,0.057,0.362,0.052,1.003,0.126,0.044,0.002,125.968,0.024,0.032,6.975,0.005,110.416,113.121,0.002,0.483,918.39
5852,5852,5852,raw milk select,151.4,8.242,5.621,1.805,0.701,15.338,12.378,3.971,0.0,14.755,0.086,77.095,0.067,0.084,0.009,0.316,0.112,0.13,0.195,0.04,2.44,0.074,0.011,0.001,117.072,0.015,0.066,19.58,0.006,129.872,137.575,0.002,0.374,0.0
5853,5853,5853,quark low fat salted,57.8,1.68,0.926,0.534,0.081,4.327,3.362,6.332,0.0,16.224,0.118,79.212,0.028,0.013,0.003,0.103,0.084,0.108,0.43,0.068,0.0,0.307,0.077,0.001,77.326,0.009,0.007,9.186,0.003,139.684,202.74,0.003,0.753,1385.088
5854,5854,5854,hemp milk unsweetened variety 4,120.8,10.549,6.266,1.772,0.433,3.601,2.618,2.865,0.0,13.434,0.025,69.934,0.018,0.017,0.008,1.763,0.118,0.07,0.185,0.025,0.836,0.669,0.041,0.002,46.64,0.002,0.103,26.692,0.001,69.455,174.751,0.002,0.541,0.0
5855,5855,5855,skim milk roasted,61.7,3.566,1.929,0.71,0.107,4.819,4.809,2.576,0.0,11.826,0.097,73.609,0.009,0.038,0.011,0.516,0.264,0.06,0.35,0.033,1.366,0.651,0.082,0.0,103.598,0.003,0.026,13.192,0.004,111.07,165.473,0.005,0.179,137.275
5856,5856,5856,rice milk plain homestyle,47.8,1.305,0.749,0.313,0.081,4.386,3.811,4.622,0.0,29.429,0.022,61.688,0.063,0.029,0.002,1.098,0.148,0.06,0.221,0.074,2.14,0.047,0.077,0.0,168.195,0.018,0.059,13.149,0.0,132.888,207.06,0.007,0.459,1339.113
5857,5857,5857,goat milk low fat extra,169.7,7.599,4.635,2.204,0.144,20.0,16.62,5.32,0.0,7.531,0.05,61.609,0.027,0.067,0.029,0.504,0.114,0.098,0.537,0.075,2.386,0.199,0.07,0.001,139.728,0.003,0.033,14.21,0.002,95.96,236.778,0.01,0.623,0.0
5858,5858,5858,heavy whipping cream regular,81.7,3.763,1.949,1.088,0.109,6.667,5.86,5.301,0.0,33.004,0.016,64.326,0.06,0.028,0.003,2.133,0.157,0.116,0.276,0.07,0.463,0.073,0.055,0.001,185.133,0.013,0.038,18.312,0.007,67.931,176.749,0.006,0.267,618.857
5859,5859,5859,greek yogurt plain full fat reduced fat,98.8,3.18,1.886,0.747,0.086,2.403,1.591,15.149,0.0,15.415,0.035,69.822,0.012,0.046,0.018,0.3,0.08,0.079,0.464,0.021,1.381,0.127,0.049,0.001,90.115,0.024,0.048,6.218,0.0,91.669,58.742,0.002,0.947,2314.587
5860,5860,5860,buttermilk low fat processed,52.3,1.457,0.883,0.525,0.157,5.274,3.607,4.515,0.0,31.124,0.029,95.0,0.157,0.045,0.009,0.124,0.09,0.146,0.406,0.023,0.91,0.054,0.032,0.003,74.797,0.014,0.061,11.415,0.003,120.659,179.569,0.009,0.327,1004.928
5861,5861,5861,rice milk plain canned,86.2,2.463,1.677,0.658,0.138,11.699,11.699,4.308,0.0,16.28,0.067,91.851,0.019,0.045,0.002,0.246,0.377,0.134,0.455,0.045,0.807,0.047,0.011,0.001,113.63,0.019,0.039,11.305,0.002,73.867,119.465,0.003,0.59,0.0
5862,5862,5862,cool whip original multigrain,103.6,5.038,2.736,1.214,0.202,7.246,6.007,7.313,0.0,10.656,0.028,89.005,0.061,0.041,0.001,0.351,0.369,0.084,0.247,0.052,1.707,0.161,0.008,0.001,115.83,0.013,0.063,9.646,0.002,76.47,146.34,0.002,0.179,704.811
5863,5863,5863,quark low fat chopped,54.6,2.185,1.307,0.819,0.098,6.116,4.63,2.624,0.0,5.985,0.141,89.6,0.038,0.062,0.002,1.99,0.138,0.123,0.338,0.063,0.507,0.099,0.097,0.001,96.091,0.004,0.035,23.593,0.002,184.576,93.617,0.002,0.487,240.829
5864,5864,5864,dulce de leche regular,28.9,0.708,0.413,0.244,0.05,2.172,2.016,3.455,0.0,2.986,0.115,65.225,0.011,0.051,0.016,0.218,0.123,0.0,0.384,0.037,2.849,0.058,0.021,0.002,410.027,0.036,0.084,10.629,0.002,54.298,157.462,0.003,0.421,2770.248
5865,5865,5865,gelato vanilla high protein,53.9,1.751,1.334,0.541,0.112,3.295,2.596,6.247,0.0,22.829,0.078,82.923,0.034,0.073,0.005,0.505,0.143,0.13,0.357,0.03,0.571,0.14,0.06,0.001,164.527,0.005,0.058,18.254,0.001,88.587,199.31,0.003,0.392,1654.326
5866,5866,5866,soy milk original serving size small,112.7,9.461,5.762,2.214,0.076,3.04,2.958,3.838,0.0,9.071,0.072,73.283,0.024,0.016,0.001,1.38,0.279,0.102,0.401,0.029,1.288,0.246,0.032,0.001,85.053,0.003,0.041,23.642,0.002,99.709,147.08,0.012,0.814,68.893
5867,5867,5867,yogurt fruit on bottom light,101.0,7.759,5.059,2.017,0.295,4.34,3.841,3.453,0.0,8.174,0.039,65.743,0.021,0.032,0.004,0.453,0.176,0.1,0.571,0.055,0.129,0.057,0.082,0.0,120.215,0.038,0.107,11.937,0.003,114.677,94.907,0.001,0.667,37.081
5868,5868,5868,dried buttermilk cooked,73.6,4.803,3.007,0.927,0.336,2.426,2.31,5.163,0.0,18.34,0.023,67.86,0.033,0.054,0.003,0.231,0.145,0.102,0.423,0.015,0.728,0.253,0.086,0.0,142.052,0.015,0.031,14.872,0.003,125.401,154.877,0.006,0.325,789.839
5869,5869,5869,yogurt plain whole milk prepared,126.3,8.623,4.26,2.337,0.517,7.534,6.283,4.646,0.0,4.337,0.041,95.0,0.16,0.045,0.036,0.267,0.158,0.186,0.206,0.065,1.444,0.181,0.049,0.002,236.489,0.009,0.093,7.009,0.003,58.726,63.971,0.01,0.236,207.641
5870,5870,5870,whipped topping frozen roasted,75.0,4.837,2.723,1.393,0.406,4.655,3.822,3.205,0.0,17.418,0.093,73.708,0.017,0.046,0.001,0.206,0.147,0.144,0.274,0.023,0.452,0.011,0.078,0.0,46.666,0.012,0.036,21.738,0.003,280.281,163.437,0.002,0.251,158.95
5871,5871,5871,frozen custard quick cook,90.1,4.277,2.523,1.039,0.192,8.042,6.112,4.866,0.0,34.107,0.055,75.194,0.021,0.042,0.003,0.94,0.181,0.136,0.351,0.039,2.475,0.025,0.039,0.0,192.983,0.006,0.047,8.513,0.001,171.256,108.283,0.002,0.343,469.796
5872,5872,5872,sherbet raspberry with spices,86.8,3.81,2.134,0.762,0.244,5.061,4.327,8.075,0.0,16.841,0.071,80.984,0.019,0.018,0.008,0.71,0.088,0.092,0.508,0.059,0.0,0.095,0.044,0.001,102.378,0.008,0.036,15.798,0.007,104.748,80.396,0.003,1.046,1095.348
5873,5873,5873,raw milk variety 1,92.4,5.511,3.604,1.207,0.386,2.63,2.141,8.068,0.0,8.957,0.162,80.04,0.027,0.035,0.012,2.101,0.173,0.046,0.319,0.052,1.875,0.069,0.003,0.002,76.151,0.005,0.069,7.479,0.004,184.128,122.248,0.001,0.184,1067.447
5874,5874,5874,oat milk barista spiced,42.2,1.599,1.084,0.433,0.066,3.687,1.877,3.259,0.0,23.318,0.077,95.0,0.032,0.033,0.002,0.503,0.225,0.166,0.299,0.015,0.994,0.066,0.058,0.0,68.693,0.005,0.08,3.089,0.002,110.509,143.009,0.004,0.228,978.518
5875,5875,5875,gelato vanilla baked,43.2,1.104,0.744,0.439,0.138,2.431,1.85,5.88,0.0,3.717,0.028,86.712,0.017,0.054,0.03,0.356,0.07,0.137,0.218,0.012,0.0,0.046,0.051,0.003,110.565,0.003,0.055,34.648,0.0,97.567,294.085,0.002,0.73,2013.269
5876,5876,5876,milk powder skim fortified,37.5,1.396,0.67,0.479,0.082,3.458,3.15,2.771,0.0,27.439,0.048,75.197,0.01,0.035,0.008,0.769,0.258,0.109,0.158,0.052,0.955,0.056,0.099,0.001,149.91,0.013,0.102,13.166,0.005,146.621,121.301,0.005,0.418,960.501
5877,5877,5877,cajeta serving size large,155.7,10.495,5.247,2.267,0.651,7.168,5.964,8.136,0.0,17.956,0.065,75.687,0.143,0.0,0.002,0.378,0.147,0.209,0.346,0.049,1.647,0.053,0.047,0.002,103.101,0.007,0.032,12.191,0.001,158.103,60.368,0.012,0.185,414.888
5878,5878,5878,greek yogurt 2 percent chopped,68.9,3.265,1.711,0.826,0.052,3.351,2.265,6.526,0.0,13.749,0.067,84.742,0.124,0.07,0.002,0.849,0.325,0.129,0.21,0.038,0.293,0.042,0.06,0.002,114.998,0.006,0.0,10.754,0.006,61.767,126.844,0.006,0.514,1261.594
5879,5879,5879,chocolate milk whole variety 4,77.9,3.43,1.338,0.333,0.264,6.178,6.042,5.585,0.0,20.986,0.021,73.326,0.037,0.031,0.007,0.218,0.401,0.118,0.283,0.029,1.875,0.171,0.032,0.0,78.801,0.009,0.027,9.575,0.003,114.908,122.961,0.004,0.606,680.335
5880,5880,5880,yogurt vanilla low fat whole grain,121.9,5.743,2.785,1.545,0.293,12.608,10.288,4.933,0.0,19.533,0.084,89.284,0.027,0.071,0.002,0.916,0.091,0.061,0.41,0.03,1.849,0.087,0.062,0.001,149.941,0.034,0.037,6.235,0.004,109.481,245.482,0.005,0.568,93.136
5881,5881,5881,dulce de leche standard,62.8,2.305,1.123,0.618,0.111,5.714,5.097,4.811,0.0,17.348,0.049,82.108,0.016,0.045,0.009,2.525,0.226,0.107,0.321,0.053,1.305,0.144,0.031,0.0,131.377,0.003,0.09,13.041,0.003,160.343,109.314,0.002,0.403,833.283
5882,5882,5882,cajeta marinated,61.8,2.477,1.449,0.81,0.0,6.285,4.33,3.581,0.0,13.101,0.084,77.064,0.061,0.041,0.009,0.483,0.23,0.116,0.357,0.01,2.004,0.097,0.059,0.0,58.541,0.06,0.055,17.597,0.0,205.032,261.302,0.002,0.468,477.594
5883,5883,5883,pot cheese shredded,81.0,2.039,1.513,0.624,0.143,7.372,6.495,8.279,0.0,6.289,0.02,84.411,0.013,0.048,0.004,0.589,0.171,0.087,0.27,0.062,2.287,0.078,0.068,0.001,190.433,0.007,0.057,26.472,0.005,111.683,111.784,0.011,0.61,1263.44
5884,5884,5884,greek yogurt 2 percent pureed,118.5,8.29,5.256,2.57,0.348,7.067,4.876,3.91,0.0,27.571,0.091,76.49,0.09,0.018,0.006,0.807,0.46,0.103,0.414,0.023,1.691,0.383,0.022,0.0,148.386,0.014,0.039,21.574,0.007,114.536,162.786,0.002,0.296,61.51
5885,5885,5885,pea protein milk low sodium,65.2,2.842,1.555,0.588,0.219,2.015,1.638,7.903,0.0,42.339,0.148,81.539,0.141,0.0,0.083,1.443,0.258,0.136,0.448,0.013,1.624,0.181,0.096,0.003,87.493,0.042,0.018,11.486,0.005,94.468,157.235,0.003,0.913,1760.544
5886,5886,5886,sour cream light raw,73.0,1.762,0.904,0.486,0.123,3.576,2.675,10.719,0.0,18.026,0.04,82.428,0.03,0.047,0.008,1.744,0.215,0.108,0.531,0.028,1.029,0.154,0.071,0.001,71.364,0.009,0.055,10.399,0.002,64.492,93.725,0.003,0.69,2151.906
5887,5887,5887,low fat milk 1 percent choice,81.7,2.543,1.452,0.905,0.224,6.811,5.122,7.903,0.0,7.887,0.057,66.631,0.14,0.019,0.005,0.63,0.293,0.103,0.493,0.044,2.232,0.046,0.067,0.003,137.758,0.017,0.0,12.184,0.001,112.561,184.677,0.001,0.137,1218.906
5888,5888,5888,frozen custard deluxe,93.9,6.302,4.695,2.13,0.246,5.306,4.558,3.999,0.0,11.608,0.045,59.783,0.023,0.03,0.027,0.197,0.189,0.089,0.531,0.037,1.064,0.053,0.046,0.002,181.71,0.024,0.053,18.869,0.003,67.924,176.183,0.001,0.701,178.922
5889,5889,5889,cheese sauce canned with spices,64.3,2.969,1.764,0.475,0.11,3.433,2.595,5.963,0.0,10.731,0.073,84.79,0.027,0.033,0.003,0.814,0.291,0.125,0.297,0.059,2.128,0.058,0.091,0.003,36.005,0.027,0.0,5.32,0.004,79.423,170.581,0.002,0.779,1133.163
5890,5890,5890,labneh strained ready to eat,77.7,3.675,2.176,1.169,0.154,6.423,5.363,4.728,0.0,83.002,0.1,75.665,0.032,0.023,0.015,0.577,0.159,0.081,0.168,0.037,0.67,0.121,0.084,0.001,134.834,0.01,0.0,12.072,0.001,94.118,74.606,0.004,0.447,491.489
5891,5891,5891,coconut milk beverage variety 1,82.0,3.706,2.179,1.004,0.252,6.502,5.449,5.666,0.0,19.541,0.12,95.0,0.04,0.067,0.038,0.304,0.196,0.107,0.422,0.023,0.24,0.143,0.086,0.002,131.414,0.011,0.072,3.794,0.004,120.495,127.138,0.004,0.185,645.892
5892,5892,5892,yogurt plain low fat steamed,29.0,0.719,0.393,0.08,0.032,3.159,2.06,2.477,0.0,43.277,0.025,70.742,0.045,0.015,0.005,0.289,0.252,0.09,0.297,0.034,0.094,0.151,0.093,0.0,243.582,0.003,0.077,3.459,0.002,110.015,218.154,0.004,0.172,1563.537
5893,5893,5893,frozen custard herbed,101.9,2.529,1.467,0.559,0.104,7.131,5.691,12.656,0.0,6.534,0.129,80.92,0.014,0.031,0.011,0.642,0.306,0.062,0.371,0.048,0.766,0.052,0.055,0.001,94.982,0.008,0.046,15.425,0.004,63.573,190.897,0.004,0.575,1635.57
5894,5894,5894,low fat milk 1 percent unsalted,95.9,4.016,2.675,1.108,0.241,4.836,4.831,10.103,0.0,16.242,0.037,56.135,0.018,0.036,0.004,0.25,0.19,0.134,0.24,0.008,0.839,0.04,0.013,0.002,141.164,0.01,0.075,5.902,0.0,116.532,135.321,0.003,0.246,1311.086
5895,5895,5895,whipped cream canned variety 4,40.7,2.371,1.323,0.597,0.18,1.472,1.347,3.37,0.0,9.468,0.032,84.051,0.007,0.055,0.007,0.317,0.099,0.087,0.194,0.05,2.095,0.105,0.054,0.001,147.102,0.004,0.07,9.169,0.001,113.607,116.545,0.002,0.406,1292.682
5896,5896,5896,whipped cream canned instant,44.5,1.49,1.004,0.521,0.079,4.264,3.373,3.5,0.0,17.79,0.049,76.181,0.016,0.03,0.013,0.339,0.187,0.056,0.326,0.007,1.595,0.17,0.012,0.002,184.967,0.068,0.035,13.511,0.004,35.159,154.1,0.003,0.369,1043.087
5897,5897,5897,dulce de leche variety 2,65.5,1.81,1.157,0.525,0.176,10.18,8.348,2.115,0.0,24.299,0.056,95.0,0.022,0.019,0.006,0.268,0.346,0.0,0.342,0.031,0.0,0.262,0.007,0.001,64.017,0.014,0.06,14.859,0.0,104.745,261.023,0.005,0.384,0.0
5898,5898,5898,cultured buttermilk cooked,72.5,4.271,2.528,1.273,0.179,5.862,4.801,2.645,0.0,20.246,0.051,74.093,0.013,0.028,0.014,0.517,0.243,0.162,0.207,0.026,2.356,0.108,0.005,0.001,50.279,0.014,0.018,13.341,0.004,120.503,180.444,0.003,0.676,32.887
5899,5899,5899,yogurt vanilla low fat cooked,61.6,3.213,2.143,0.922,0.103,4.619,3.321,3.553,0.0,2.589,0.093,84.688,0.051,0.055,0.002,0.175,0.537,0.104,0.346,0.034,0.277,0.118,0.009,0.002,121.122,0.005,0.054,11.009,0.002,107.084,150.782,0.004,0.355,504.899
5900,5900,5900,skim milk organic,41.1,2.161,1.281,0.601,0.145,3.383,2.449,2.036,0.0,7.39,0.095,80.182,0.029,0.025,0.002,0.655,0.103,0.045,0.176,0.024,1.216,0.197,0.079,0.001,194.848,0.003,0.087,7.127,0.001,116.982,237.258,0.002,0.404,666.517
5901,5901,5901,sheep milk whole select,123.5,5.137,2.671,1.695,0.241,16.977,12.767,2.341,0.0,19.512,0.276,77.513,0.046,0.031,0.001,0.945,0.242,0.169,0.161,0.058,0.554,0.149,0.032,0.001,296.236,0.01,0.0,6.327,0.006,141.804,112.426,0.006,0.322,0.0
5902,5902,5902,soy milk vanilla high protein,125.3,5.84,3.481,2.354,0.269,4.457,3.534,13.733,0.0,36.371,0.039,86.753,0.05,0.017,0.004,0.511,0.094,0.08,0.345,0.043,0.632,0.282,0.08,0.0,145.879,0.005,0.045,20.046,0.003,70.964,84.941,0.002,0.493,1472.548
5903,5903,5903,evaporated milk whole fortified,43.7,1.139,0.699,0.267,0.079,3.097,2.694,5.275,0.0,15.732,0.12,65.803,0.008,0.028,0.003,0.141,0.172,0.14,0.412,0.059,0.0,0.148,0.039,0.002,171.847,0.01,0.018,7.097,0.004,90.964,314.68,0.001,0.33,1756.333
5904,5904,5904,yogurt vanilla low fat natural,154.7,10.173,5.646,3.255,0.661,5.906,4.861,9.887,0.0,17.144,0.077,79.194,0.123,0.037,0.018,0.805,0.198,0.122,0.088,0.077,1.027,0.066,0.054,0.002,333.648,0.004,0.001,7.371,0.001,106.391,96.881,0.003,0.33,728.014
5905,5905,5905,greek yogurt plain full fat instant,195.6,16.343,9.626,6.276,1.455,8.808,6.139,3.323,0.0,12.713,0.046,71.82,0.035,0.089,0.003,0.137,0.066,0.122,0.239,0.037,0.351,0.06,0.105,0.001,110.757,0.002,0.044,6.24,0.001,64.949,98.482,0.002,0.347,0.0
5906,5906,5906,sherbet raspberry spiced,68.7,4.495,1.969,1.281,0.337,3.772,2.467,3.283,0.0,8.333,0.047,93.402,0.066,0.04,0.016,0.305,0.153,0.004,0.353,0.053,0.096,0.026,0.053,0.0,52.281,0.011,0.05,9.231,0.007,71.261,299.023,0.004,0.245,398.086
5907,5907,5907,cultured buttermilk smoked,122.3,10.142,5.882,2.83,0.345,3.355,2.077,4.398,0.0,7.134,0.043,83.408,0.05,0.066,0.004,0.262,0.067,0.093,0.318,0.019,0.777,0.064,0.088,0.0,69.343,0.029,0.099,25.416,0.001,79.264,79.321,0.002,0.361,162.972
5908,5908,5908,almond milk unsweetened diced,85.8,5.91,3.392,1.613,0.325,3.317,2.474,4.846,0.0,9.422,0.036,58.703,0.075,0.049,0.001,1.034,0.32,0.093,0.384,0.011,0.088,0.084,0.089,0.001,51.63,0.014,0.041,8.209,0.001,174.434,152.765,0.012,0.341,474.154
5909,5909,5909,buttermilk low fat variety 2,54.1,3.844,2.426,1.388,0.277,2.772,2.417,2.099,0.0,25.944,0.059,74.308,0.086,0.04,0.025,0.21,0.252,0.062,0.213,0.05,0.0,0.072,0.086,0.001,68.327,0.022,0.076,13.544,0.006,137.241,184.078,0.003,0.422,123.108
5910,5910,5910,soy milk vanilla regular,75.0,1.605,0.992,0.311,0.091,7.018,4.849,8.127,0.0,16.531,0.03,68.323,0.055,0.036,0.005,1.095,0.077,0.1,0.511,0.058,2.388,0.103,0.085,0.001,73.646,0.017,0.044,21.55,0.005,164.146,203.341,0.005,0.418,1393.996
5911,5911,5911,sorbet lemon spiced,121.0,5.523,3.435,1.756,0.458,10.472,8.168,7.34,0.0,7.39,0.062,65.938,0.051,0.066,0.007,0.86,0.229,0.008,0.347,0.038,0.0,0.107,0.077,0.001,148.95,0.018,0.104,5.585,0.003,109.647,332.358,0.001,0.583,454.116
5912,5912,5912,oat milk low fat original,36.6,2.142,1.116,0.694,0.086,2.557,1.452,1.78,0.0,2.928,0.048,81.637,0.132,0.072,0.011,0.478,0.233,0.083,0.431,0.016,2.683,0.186,0.02,0.001,122.437,0.036,0.082,14.848,0.0,55.475,123.741,0.004,0.393,755.217
5913,5913,5913,cheese product enriched,120.1,7.272,4.276,1.702,0.167,7.661,5.784,6.004,0.0,15.927,0.062,76.16,0.067,0.017,0.037,0.374,0.146,0.067,0.25,0.059,0.482,0.15,0.088,0.001,95.287,0.003,0.058,2.376,0.004,60.819,176.598,0.008,0.706,307.235
